 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,29506811.0,9,7,940,4820,496,52,104.44444444444444,146.9073782278405,1500,52,688.5714285714286,759.7032001913328,195.20916712432228,0.5422476864564508,1967120.7333333334,5603321.552908271,20991660.0,3.0,29506804.0,3688350.5,7452480.8718371475,20991660.0,3.0,8148094.0,1358015.6666666667,3202239.447232868,7891231.0,5.0,0,0,0,0,180,140,0.30501432363175357,0.2372333628246972,52,1500,360.0,576.1388721480265,331936.0,0,2,0,0,9,0,0,0,0.7777777777777778,360.0,104.44444444444444,688.5714285714286,180,0,0,0,0,0,0,9,940,7,4820,0,0,9,20,0,0,0,0,0,0,0,0,DDoS
0,686455357115.0,4,1,1617,1274,528,269,404.25,106.84997270316295,1274,1274,1274.0,0.0,0.004211490186558008,7.283794857416133e-06,171613839278.75,334365882890.70026,673109243724.0,487300.0,686454869815.0,228818289938.33334,384794387186.6221,673109243724.0,2103163333.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,20,5.827035885932907e-06,1.4567589714832267e-06,269,1274,578.2,399.81958431272477,159855.7,0,0,0,0,0,0,0,0,0.25,578.2,404.25,1274.0,80,0,0,0,0,0,0,4,1617,1,1274,0,0,4,20,0,0,0,0,0,0,0,0,DDoS
0,684351719172.0,4,0,3075,0,1500,148,768.75,722.4363293744301,0,0,0.0,0.0,0.0044933035365505485,5.844947689821852e-06,228117239724.0,385414398460.57855,673108107201.0,23592.0,684351719172.0,228117239724.0,385414398460.57855,673108107201.0,23592.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,5.844947689821852e-06,0.0,148,1500,768.75,722.4363293744301,521914.25,0,0,0,0,0,0,0,0,0.0,768.75,768.75,0.0,80,0,0,0,0,0,0,4,3075,0,0,0,0,4,20,0,0,0,0,0,0,0,0,DDoS
80,788050.0,4,2,210,112,60,46,52.5,5.744562646538029,60,52,56.0,5.656854249492381,408.6035144868936,7.613730083606713,157610.0,204849.3377009064,382324.0,328.0,788050.0,262683.3333333333,207334.27316855584,383533.0,23278.0,382324.0,382324.0,0.0,382324.0,382324.0,0,0,0,0,80,40,5.075820055737808,2.537910027868904,46,60,53.666666666666664,5.428320796219276,29.46666666666667,0,1,1,0,2,0,0,0,0.5,53.666666666666664,52.5,56.0,80,0,0,0,0,0,0,4,210,2,112,0,0,4,20,0,0,0,0,0,0,0,0,DDoS
80,9149977.0,5,14,583,3558,393,46,116.6,154.5341386231534,1500,46,254.14285714285714,527.8213359057804,452.5694435677194,2.0765079516509704,508332.05555555556,687456.4558792473,2868470.0,447.0,3624188.0,906047.0,1320310.8942641756,2868470.0,447.0,8777848.0,675219.0769230769,856771.3316819586,3249537.0,26036.0,0,0,0,0,100,280,0.5464494609607817,1.5300584906901888,46,1500,217.94736842105263,458.67932076587624,210386.7192982456,0,1,0,0,15,0,0,0,2.8,217.94736842105263,116.6,254.14285714285714,100,0,0,0,0,0,0,5,583,14,3558,0,0,5,20,0,0,0,0,0,0,0,0,DDoS
80,7856311.0,3,6,172,4760,60,52,57.333333333333336,4.618802153517007,1500,52,793.3333333333334,774.8472537646801,627.77555513933,1.1455758305462225,982038.875,1745288.4741077241,4459039.0,4.0,3396217.0,1698108.5,1840980.0819836427,2999878.0,396339.0,4462578.0,892515.6,1995135.8393408454,4461523.0,4.0,0,0,0,0,60,120,0.3818586101820742,0.7637172203641484,52,1500,548.0,714.6131820782485,510672.0,0,2,0,0,4,0,0,0,2.0,548.0,57.333333333333336,793.3333333333334,60,0,0,0,0,0,0,3,172,6,4760,0,0,3,20,0,0,0,0,0,0,0,0,DDoS
80,978330.0,4,4,228,320,64,52,57.0,6.0,148,52,80.0,45.489925624618614,560.1381941061419,8.177199913958276,139761.42857142858,191356.24403265683,484943.0,141.0,976399.0,325466.3333333333,143459.1611795264,486390.0,210972.0,493387.0,164462.33333333334,143175.16673408603,280343.0,4405.0,0,0,0,0,80,80,4.088599956979138,4.088599956979138,52,148,68.5,32.456564381162885,1053.4285714285713,0,1,0,0,4,0,0,0,1.0,68.5,57.0,80.0,80,0,0,0,0,0,0,4,228,4,320,0,0,4,20,0,0,0,0,0,0,0,0,DDoS
0,6620876041665.0,3,0,1050,0,450,195,350.0,136.10657588816198,0,0,0.0,0.0,0.00015858928537437904,4.531122439267973e-07,3310438020832.5,1720809878030.9775,4527234354721.0,2093641686944.0,6620876041665.0,3310438020832.5,1720809878030.9775,4527234354721.0,2093641686944.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,4.531122439267973e-07,0.0,195,450,350.0,136.10657588816198,18525.0,0,0,0,0,0,0,0,0,0.0,350.0,350.0,0.0,60,0,0,0,0,0,0,3,1050,0,0,0,0,3,20,0,0,0,0,0,0,0,0,DDoS
0,6620876148135.0,6,0,3570,0,650,540,595.0,60.249481325568276,0,0,0.0,0.0,0.0005392035616019813,9.062244732806409e-07,1324175229627.0,2006986804255.688,4527234192087.0,121588.0,6620876148135.0,1324175229627.0,2006986804255.688,4527234192087.0,121588.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120,0,9.062244732806409e-07,0.0,540,650,595.0,60.249481325568276,3630.0,0,0,0,0,0,0,0,0,0.0,595.0,595.0,0.0,120,0,0,0,0,0,0,6,3570,0,0,0,0,6,20,0,0,0,0,0,0,0,0,BENIGN
80,623086.0,6,2,296,104,60,46,49.333333333333336,5.7503623074260855,52,52,52.0,0.0,641.9659555150237,12.839319110300474,89012.28571428571,78533.12295397886,178269.0,104.0,623086.0,124617.2,63639.429693390564,178269.0,17299.0,464642.0,464642.0,0.0,464642.0,464642.0,0,0,0,0,120,40,9.629489332725354,3.2098297775751186,46,60,50.0,5.0142653642240695,25.142857142857142,0,1,1,0,3,0,0,0,0.3333333333333333,50.0,49.333333333333336,52.0,120,0,0,0,0,0,0,6,296,2,104,0,0,6,20,0,0,0,0,0,0,0,0,DDoS
80,505739.99999999994,4,1,204,52,60,46,51.0,6.6332495807108,52,52,52.0,0.0,506.1889498434197,9.88650292662929,126435.0,84555.8137681851,191983.0,2281.0,505740.0,168580.0,20735.15297749211,191983.0,152500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,20,7.909202341303433,1.9773005853258583,46,60,51.2,5.761944116355173,33.2,0,1,0,0,3,0,0,0,0.25,51.2,51.0,52.0,80,0,0,0,0,0,0,4,204,1,52,0,0,4,20,0,0,0,0,0,0,0,0,BENIGN
80,352725.0,3,1,152,52,60,46,50.666666666666664,8.082903768654761,52,52,52.0,0.0,578.3542403335339,11.340279222226155,117575.0,100226.84821443803,195004.0,4369.0,352725.0,176362.5,26363.06212297805,195004.0,157721.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,20,8.505209416669615,2.8350698055565386,46,60,51.0,6.6332495807108,44.0,0,1,0,0,2,0,0,0,0.3333333333333333,51.0,50.666666666666664,52.0,60,0,0,0,0,0,0,3,152,1,52,0,0,3,20,0,0,0,0,0,0,0,0,BENIGN
0,0.0,1,0,594,0,594,594,594.0,0.0,0,0,0.0,0.0,594000000000.0,999999999.9999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,999999999.9999999,0.0,594,594,594.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,594.0,594.0,0.0,20,0,0,0,0,0,0,1,594,0,0,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
80,8523005.0,9,15,854,19435,472,46,94.88888888888889,141.49244188687643,1500,46,1295.6666666666667,507.87423452586967,2380.49842721194,2.8159082386064647,370565.4347826087,1313237.8477151191,6322510.0,2.0,8523005.0,1065375.625,2231794.14444247,6495983.0,2.0,7349538.0,524967.0,1791856.9476277095,6737222.0,5.0,0,0,0,0,180,300,1.0559655894774242,1.7599426491290406,46,1500,845.375,718.7480548177838,516598.76630434784,0,1,0,0,19,0,0,0,1.6666666666666667,845.375,94.88888888888889,1295.6666666666667,180,0,0,0,0,0,0,9,854,15,19435,0,0,9,20,0,0,0,0,0,0,0,0,DDoS
0,2593397177551.0,3,1,1605,557,629,378,535.0,136.84662947986698,557,557,557.0,0.0,0.0008336555691178865,1.542378481254184e-06,864465725850.3334,1497298059273.806,2593396601008.0,167613.0,2593397177551.0,1296698588775.5,1833807915201.435,2593396601008.0,576543.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,20,1.156783860940638e-06,3.85594620313546e-07,378,629,540.5,112.27496010538889,12605.666666666666,0,0,0,0,0,0,0,0,0.3333333333333333,540.5,535.0,557.0,60,0,0,0,0,0,0,3,1605,1,557,0,0,3,20,0,0,0,0,0,0,0,0,DDoS
0,0.0,1,0,1500,0,1500,1500,1500.0,0.0,0,0,0.0,0.0,1500000000000.0,999999999.9999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,999999999.9999999,0.0,1500,1500,1500.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1500.0,1500.0,0.0,20,0,0,0,0,0,0,1,1500,0,0,0,0,1,20,0,0,0,0,0,0,0,0,DDoS
80,1004664.9999999999,3,3,152,655,60,46,50.666666666666664,8.082903768654761,557,46,218.33333333333334,293.3092793167876,803.2528247691988,5.972139961109285,200933.0,200531.42805680112,407525.0,191.0,808078.0,404039.0,9005.71196519187,410407.0,397671.0,607185.0,303592.5,147252.86586175495,407716.0,199469.0,0,0,0,0,60,60,2.9860699805546425,2.9860699805546425,46,557,134.5,207.05530662120205,42871.9,0,1,0,0,3,0,0,0,1.0,134.5,50.666666666666664,218.33333333333334,60,0,0,0,0,0,0,3,152,3,655,0,0,3,20,0,0,0,0,0,0,0,0,DDoS
80,5731983.0,12,12,576,15098,64,46,48.0,5.325752187591567,1500,46,1258.1666666666667,564.8024326070027,2734.4812427506363,4.187032654460589,249216.65217391305,983279.368034455,4727885.0,3.0,5731983.0,521089.36363636365,1404106.3735816653,4727885.0,15.0,606353.0,55123.0,133351.03095889435,421062.0,5.0,0,0,0,0,240,240,2.0935163272302946,2.0935163272302946,46,1500,653.0833333333334,731.1798634765753,534623.9927536233,0,1,0,0,22,0,0,0,1.0,653.0833333333334,48.0,1258.1666666666667,240,0,0,0,0,0,0,12,576,12,15098,0,0,12,20,0,0,0,0,0,0,0,0,DDoS
